Date,Open,High,Low,Close,Adj Close,Volume
2020-06-16,1799.8992412249268,1805.3043440514282,1798.0975402827596,1801.700942167094,1801.700942167094,546305
2020-06-17,1801.1763763990425,1806.585314466307,1799.3733970432877,1802.9793557547973,1802.9793557547973,744020
2020-06-18,1766.852894345938,1772.1587588935233,1765.084272830076,1768.6215158617997,1768.6215158617997,612447
2020-06-19,1780.5337585631771,1785.8807067870905,1778.7514424885392,1782.3160746378148,1782.3160746378148,1248507
2020-06-20,1764.4701496238265,1769.7688587818561,1762.7039132378168,1766.2363860098365,1766.2363860098365,768465
2020-06-21,1767.4314566915639,1772.7390586636106,1765.6622560342148,1769.2006573489127,1769.2006573489127,1044925
2020-06-22,1754.935510140628,1760.2055867476568,1753.178817938285,1756.6922023429709,1756.6922023429709,1195540
2020-06-23,1786.4743202308587,1791.8391079792998,1784.686057648045,1788.2625828136725,1788.2625828136725,905261
2020-06-24,1752.4168133321282,1757.6793262850777,1750.6626423478117,1754.1709843164447,1754.1709843164447,800541
2020-06-25,1773.9724380224445,1779.2996825810703,1772.196689836236,1775.7481862086531,1775.7481862086531,1369561
2020-06-26,1767.6741644775095,1772.9824953017662,1765.904720869424,1769.443608085595,1769.443608085595,1135221
2020-06-27,1771.4644224537105,1776.7841354340521,1769.6911847935967,1773.2376601138244,1773.2376601138244,1317780
2020-06-28,1799.9497793839369,1805.3550339766814,1798.1480278530219,1801.7515309148516,1801.7515309148516,731920
2020-06-29,1776.7627730904883,1782.0983970337031,1774.9842317760833,1778.5413144048932,1778.5413144048932,575722
2020-06-30,1749.0493345663645,1754.3017349704676,1747.2985344316633,1750.8001347010654,1750.8001347010654,1183159
2020-07-01,1714.466105533345,1719.6146523968084,1712.7499232455236,1716.182287821166,1716.182287821166,700102
2020-07-02,1738.765567365429,1743.9870855857455,1737.0250612919901,1740.5060734388678,1740.5060734388678,1196922
2020-07-03,1735.1460194617985,1740.356668168891,1733.4091365594343,1736.8829023641626,1736.8829023641626,1456232
2020-07-04,1752.0577156524598,1757.3191502339987,1750.30390412528,1753.8115271796394,1753.8115271796394,1408310
2020-07-05,1725.052367407935,1730.2327048475984,1723.3255882613805,1726.7791465544894,1726.7791465544894,1299552
2020-07-06,1740.347627709545,1745.573896861826,1738.605537992118,1742.089717426972,1742.089717426972,1342593
2020-07-07,1740.3161820825987,1745.5423568035674,1738.5741238422759,1742.0582403229216,1742.0582403229216,547930
2020-07-08,1765.8284345395148,1771.131222631225,1764.0608385089447,1767.5960305700848,1767.5960305700848,713013
