Date,Open,High,Low,Close,Adj Close,Volume
2020-06-16,4054.826305313812,4067.002960885325,4050.767420123308,4058.8851905043166,4058.8851905043166,1271577
2020-06-17,4059.0429259116604,4071.2322440074913,4054.979819879717,4063.106031943604,4063.106031943604,1429856
2020-06-18,4054.411868923425,4066.587279941213,4050.3533985841627,4058.470339262688,4058.470339262688,1332859
2020-06-19,4088.0959259956967,4100.372490338026,4084.003737881587,4092.1881141098065,4092.1881141098065,551998
2020-06-20,4077.340932147915,4089.585199211422,4073.2595097934127,4081.4223545024174,4081.4223545024174,1124230
2020-06-21,4000.0488629222014,4012.0610216697155,3996.0448100063636,4004.0529158380396,4004.0529158380396,569693
2020-06-22,3930.8163172871878,3942.6205704922545,3926.881566218832,3934.7510683555433,3934.7510683555433,885597
2020-06-23,3907.6030987417403,3919.3376425818055,3903.691584128385,3911.514613355095,3911.514613355095,678858
2020-06-24,3932.525012489829,3944.3343969117204,3928.588551015865,3936.4614739637927,3936.4614739637927,770948
2020-06-25,3913.2363299326084,3924.9877903828565,3909.319176449192,3917.1534834160243,3917.1534834160243,701180
2020-06-26,3846.4725287589404,3858.023497313772,3842.6222059073298,3850.322851610551,3850.322851610551,1300769
2020-06-27,3801.026477653343,3812.44097158023,3797.2216463443806,3804.8313089623052,3804.8313089623052,747466
2020-06-28,3791.807963903027,3803.194774605439,3788.0123603355564,3795.6035674704976,3795.6035674704976,987463
2020-06-29,3844.1963742935777,3855.7405075497145,3840.348329874865,3848.04441871229,3848.04441871229,530504
2020-06-30,3799.8763115465867,3811.287351521201,3796.0726315550487,3803.679991538125,3803.679991538125,578339
2020-07-01,3866.6296761961753,3878.241176725293,3862.7591760198025,3870.5001763725477,3870.5001763725477,659487
2020-07-02,3933.307751613163,3945.1194866029923,3929.3705066165535,3937.244996609773,3937.244996609773,900801
2020-07-03,3984.546348664366,3996.51195331501,3980.557813780818,3988.534883547914,3988.534883547914,1030795
2020-07-04,4046.761495102979,4058.91393202521,4042.710682795569,4050.8123074103896,4050.8123074103896,777748
2020-07-05,4059.5959083147477,4071.7868870183956,4055.5322487468648,4063.65956788263,4063.65956788263,1207621
2020-07-06,4059.30356753572,4071.4936683391306,4055.24020060125,4063.3669344701902,4063.3669344701902,1076741
2020-07-07,3986.286098999814,3998.25692812594,3982.2958226244386,3990.276375375189,3990.276375375189,693011
2020-07-08,4054.9703523356966,4067.1474404808487,4050.911322953979,4059.029381717414,4059.029381717414,1109883
